resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
26526,1133,846,1,4,1,2,2,2,18.0,70,+2.141,5884130,50,7,1:21.712,193.014,1
26527,1133,1,131,44,5,3,3,3,15.0,70,+14.880,5896869,54,9,1:22.153,191.978,1
26528,1133,844,6,16,6,4,4,4,12.0,70,+19.686,5901675,29,10,1:22.182,191.910,1
26529,1133,830,9,1,3,5,5,5,10.0,70,+21.349,5903338,51,3,1:20.908,194.932,1
26530,1133,832,6,55,4,6,6,6,8.0,70,+23.073,5905062,53,5,1:21.441,193.656,1
26531,1133,815,9,11,16,7,7,7,6.0,70,+39.792,5921781,49,4,1:21.096,194.480,1
26532,1133,847,131,63,17,8,8,8,5.0,70,+42.368,5924357,55,1,1:20.305,196.396,1
26533,1133,852,215,22,10,9,9,9,2.0,70,+1:17.259,5959248,57,18,1:23.533,188.806,1
26534,1133,840,117,18,8,10,10,10,1.0,70,+1:17.976,5959965,48,11,1:22.338,191.547,1
26535,1133,4,117,14,7,11,11,11,0.0,70,+1:22.460,5964449,52,14,1:23.063,189.875,1
26536,1133,817,215,3,9,12,12,12,0.0,69,\N,\N,30,12,1:22.640,190.847,11
26537,1133,807,210,27,11,13,13,13,0.0,69,\N,\N,54,16,1:23.461,188.969,11
26538,1133,848,3,23,13,14,14,14,0.0,69,\N,\N,31,20,1:23.930,187.913,11
26539,1133,825,210,20,15,15,15,15,0.0,69,\N,\N,50,19,1:23.553,188.761,11
26540,1133,822,15,77,12,16,16,16,0.0,69,\N,\N,52,13,1:22.792,190.496,11
26541,1133,858,3,2,14,17,17,17,0.0,69,\N,\N,65,2,1:20.561,195.772,11
26542,1133,839,214,31,19,18,18,18,0.0,69,\N,\N,66,6,1:21.610,193.255,11
26543,1133,855,15,24,18,19,19,19,0.0,69,\N,\N,38,17,1:23.487,188.910,11
26544,1133,842,214,10,0,\N,R,20,0.0,33,\N,\N,31,15,1:23.340,189.244,9
26545,1134,1,131,44,3,1,1,1,25.0,44,+0.526,526,33,6,1:46.653,236.415,1
26546,1134,857,1,81,5,2,2,2,18.0,44,+1.173,1699,32,3,1:45.840,238.231,1
26547,1134,844,6,16,1,3,3,3,15.0,44,+8.549,9075,33,8,1:47.013,235.619,1
26548,1134,830,9,1,11,4,4,4,12.0,44,+9.226,9752,32,4,1:46.128,237.584,1
26549,1134,846,1,4,4,5,5,5,10.0,44,+9.850,10376,31,2,1:45.563,238.856,1
26550,1134,832,6,55,7,6,6,6,8.0,44,+19.795,20321,44,5,1:46.364,237.057,1
26551,1134,815,9,11,2,7,7,7,7.0,44,+43.195,43721,44,1,1:44.701,240.822,1
26552,1134,4,117,14,8,8,8,8,4.0,44,+49.963,50489,42,17,1:48.051,233.356,1
26553,1134,839,214,31,9,9,9,9,2.0,44,+52.552,53078,43,7,1:46.957,235.743,1
26554,1134,817,215,3,13,10,10,10,1.0,44,+54.926,55452,37,12,1:47.435,234.694,1
26555,1134,840,117,18,15,11,11,11,0.0,44,+1:03.011,63537,44,18,1:48.105,233.239,1
26556,1134,848,3,23,10,12,12,12,0.0,44,+1:03.651,64177,44,16,1:47.996,233.475,1
26557,1134,842,214,10,12,13,13,13,0.0,44,+1:04.365,64891,30,11,1:47.418,234.731,1
26558,1134,825,210,20,17,14,14,14,0.0,44,+1:06.631,67157,44,14,1:47.848,233.795,1
26559,1134,822,15,77,14,15,15,15,0.0,44,+1:10.638,71164,37,9,1:47.019,235.606,1
26560,1134,852,215,22,20,16,16,16,0.0,44,+1:16.737,77263,44,15,1:47.969,233.533,1
26561,1134,858,3,2,18,17,17,17,0.0,44,+1:26.057,86583,43,13,1:47.490,234.574,1
26562,1134,807,210,27,16,18,18,18,0.0,44,+1:28.833,89359,44,19,1:48.954,231.422,1
26563,1134,855,15,24,19,\N,R,19,0.0,5,\N,\N,2,20,1:52.099,224.929,31
26564,1134,847,131,63,6,\N,D,20,0.0,44,1:19:57.040,4797566,44,10,1:47.113,235.399,2
26565,1135,846,1,4,1,1,1,1,26.0,72,1:30:45.519,5445519,72,1,1:13.817,207.708,1
26566,1135,830,9,1,2,2,2,2,18.0,72,+22.896,5468415,30,9,1:14.752,205.110,1
26567,1135,844,6,16,6,3,3,3,15.0,72,+25.439,5470958,62,7,1:14.585,205.569,1
26568,1135,857,1,81,3,4,4,4,12.0,72,+27.337,5472856,36,5,1:14.237,206.533,1
26569,1135,832,6,55,10,5,5,5,10.0,72,+32.137,5477656,40,4,1:14.117,206.867,1
26570,1135,815,9,11,5,6,6,6,8.0,72,+39.542,5485061,69,8,1:14.587,205.563,1
26571,1135,847,131,63,4,7,7,7,6.0,72,+44.617,5490136,57,3,1:13.927,207.399,1
26572,1135,1,131,44,14,8,8,8,4.0,72,+49.599,5495118,62,2,1:13.878,207.536,1
26573,1135,842,214,10,9,9,9,9,2.0,71,\N,\N,54,11,1:14.855,204.828,11
26574,1135,4,117,14,7,10,10,10,1.0,71,\N,\N,34,10,1:14.758,205.093,11
26575,1135,807,210,27,12,11,11,11,0.0,71,\N,\N,59,18,1:15.657,202.656,11
26576,1135,817,215,3,13,12,12,12,0.0,71,\N,\N,52,13,1:15.222,203.828,11
26577,1135,840,117,18,8,13,13,13,0.0,71,\N,\N,51,14,1:15.255,203.739,11
26578,1135,848,3,23,19,14,14,14,0.0,71,\N,\N,71,6,1:14.434,205.986,11
26579,1135,839,214,31,15,15,15,15,0.0,71,\N,\N,50,15,1:15.390,203.374,11
26580,1135,858,3,2,18,16,16,16,0.0,71,\N,\N,26,16,1:15.539,202.973,11
26581,1135,852,215,22,11,17,17,17,0.0,71,\N,\N,16,17,1:15.552,202.938,11
26582,1135,825,210,20,0,18,18,18,0.0,71,\N,\N,42,12,1:14.954,204.557,11
26583,1135,822,15,77,16,19,19,19,0.0,70,\N,\N,45,20,1:15.822,202.215,12
26584,1135,855,15,24,17,20,20,20,0.0,70,\N,\N,67,19,1:15.724,202.477,12
26585,1136,844,6,16,4,1,1,1,25.0,53,1:14:40.727,4480727,33,10,1:23.226,250.580,1
26586,1136,857,1,81,2,2,2,2,18.0,53,+2.664,4483391,53,4,1:21.943,254.503,1
26587,1136,846,1,4,1,3,3,3,16.0,53,+6.153,4486880,53,1,1:21.432,256.100,1
26588,1136,832,6,55,5,4,4,4,12.0,53,+15.621,4496348,53,9,1:23.219,250.601,1
26589,1136,1,131,44,6,5,5,5,10.0,53,+22.820,4503547,53,2,1:21.512,255.849,1
26590,1136,830,9,1,7,6,6,6,8.0,53,+37.932,4518659,43,3,1:21.745,255.120,1
26591,1136,847,131,63,3,7,7,7,6.0,53,+39.715,4520442,49,5,1:22.036,254.215,1
26592,1136,815,9,11,8,8,8,8,4.0,53,+54.148,4534875,47,8,1:22.971,251.350,1
26593,1136,848,3,23,9,9,9,9,2.0,53,+1:07.456,4548183,53,16,1:23.918,248.514,1
26594,1136,825,210,20,13,10,10,10,1.0,53,+1:08.302,4549029,51,12,1:23.437,249.946,1
26595,1136,4,117,14,11,11,11,11,0.0,53,+1:08.495,4549222,46,7,1:22.944,251.432,1
26596,1136,861,3,43,18,12,12,12,0.0,53,+1:21.308,4562035,53,14,1:23.728,249.077,1
26597,1136,817,215,3,12,13,13,13,0.0,53,+1:33.452,4574179,52,17,1:24.219,247.625,1
26598,1136,839,214,31,15,14,14,14,0.0,52,\N,\N,52,18,1:24.343,247.261,11
26599,1136,842,214,10,14,15,15,15,0.0,52,\N,\N,51,15,1:23.755,248.997,11
26600,1136,822,15,77,19,16,16,16,0.0,52,\N,\N,52,13,1:23.609,249.432,11
26601,1136,807,210,27,10,17,17,17,0.0,52,\N,\N,44,11,1:23.275,250.432,11
26602,1136,855,15,24,20,18,18,18,0.0,52,\N,\N,17,19,1:25.092,245.085,11
26603,1136,840,117,18,17,19,19,19,0.0,52,\N,\N,52,6,1:22.232,253.609,11
26604,1136,852,215,22,16,\N,R,20,0.0,7,\N,\N,4,20,1:26.198,241.940,25
26605,1137,857,1,81,2,1,1,1,25.0,51,1:32:58.007,5578007,47,9,1:47.060,201.856,1
26606,1137,844,6,16,1,2,2,2,18.0,51,+10.910,5588917,44,10,1:47.067,201.843,1
26607,1137,847,131,63,5,3,3,3,15.0,51,+31.328,5609335,45,2,1:46.628,202.674,1
26608,1137,846,1,4,15,4,4,4,13.0,51,+36.143,5614150,42,1,1:45.255,205.318,1
26609,1137,830,9,1,6,5,5,5,10.0,51,+1:17.098,5655105,42,3,1:46.798,202.352,1
26610,1137,4,117,14,7,6,6,6,8.0,51,+1:25.468,5663475,48,8,1:47.057,201.862,1
26611,1137,848,3,23,9,7,7,7,6.0,51,+1:27.396,5665403,43,5,1:46.947,202.070,1
26612,1137,861,3,43,8,8,8,8,4.0,51,+1:29.541,5667548,44,12,1:47.274,201.454,1
26613,1137,1,131,44,0,9,9,9,2.0,51,+1:32.401,5670408,48,11,1:47.236,201.525,1
26614,1137,860,210,50,10,10,10,10,1.0,51,+1:33.127,5671134,47,7,1:47.048,201.879,1
26615,1137,807,210,27,12,11,11,11,0.0,51,+1:33.465,5671472,42,14,1:47.691,200.674,1
26616,1137,842,214,10,18,12,12,12,0.0,51,+1:57.189,5695196,47,15,1:48.018,200.066,1
26617,1137,817,215,3,14,13,13,13,0.0,51,+2:26.907,5724914,39,17,1:48.380,199.398,1
26618,1137,855,15,24,17,14,14,14,0.0,51,+2:28.841,5726848,43,13,1:47.644,200.761,1
26619,1137,839,214,31,0,15,15,15,0.0,50,\N,\N,35,19,1:48.831,198.572,11
26620,1137,822,15,77,16,16,16,16,0.0,50,\N,\N,41,18,1:48.418,199.328,11
26621,1137,815,9,11,4,17,17,17,0.0,49,\N,\N,46,6,1:47.013,201.945,31
26622,1137,832,6,55,3,18,18,18,0.0,49,\N,\N,46,4,1:46.866,202.223,31
26623,1137,840,117,18,13,19,19,19,0.0,45,\N,\N,31,16,1:48.148,199.826,31
26624,1137,852,215,22,11,\N,R,20,0.0,14,\N,\N,8,20,1:50.887,194.890,31
26625,1138,846,1,4,1,1,1,1,25.0,62,1:40:52.571,6052571,48,2,1:34.925,187.347,1
26626,1138,830,9,1,2,2,2,2,18.0,62,+20.945,6073516,59,5,1:35.967,185.313,1
26627,1138,857,1,81,5,3,3,3,15.0,62,+41.823,6094394,48,4,1:35.745,185.743,1
26628,1138,847,131,63,4,4,4,4,12.0,62,+1:01.040,6113611,30,10,1:37.047,183.251,1
26629,1138,844,6,16,9,5,5,5,10.0,62,+1:02.430,6115001,46,3,1:35.371,186.471,1
26630,1138,1,131,44,3,6,6,6,8.0,62,+1:25.248,6137819,43,12,1:37.393,182.600,1
26631,1138,832,6,55,10,7,7,7,6.0,62,+1:36.039,6148610,15,7,1:36.561,184.173,1
26632,1138,4,117,14,7,8,8,8,4.0,61,\N,\N,54,18,1:37.741,181.950,11
26633,1138,807,210,27,6,9,9,9,2.0,61,\N,\N,35,15,1:37.470,182.456,11
26634,1138,815,9,11,13,10,10,10,1.0,61,\N,\N,33,16,1:37.477,182.443,11
26635,1138,861,3,43,12,11,11,11,0.0,61,\N,\N,35,11,1:37.262,182.846,11
26636,1138,852,215,22,8,12,12,12,0.0,61,\N,\N,53,6,1:36.393,184.494,11
26637,1138,839,214,31,15,13,13,13,0.0,61,\N,\N,48,20,1:37.964,181.536,11
26638,1138,840,117,18,17,14,14,14,0.0,61,\N,\N,36,19,1:37.851,181.745,11
26639,1138,855,15,24,20,15,15,15,0.0,61,\N,\N,47,14,1:37.461,182.472,11
26640,1138,822,15,77,19,16,16,16,0.0,61,\N,\N,46,17,1:37.524,182.355,11
26641,1138,842,214,10,18,17,17,17,0.0,61,\N,\N,46,9,1:36.927,183.478,11
26642,1138,817,215,3,16,18,18,18,0.0,61,\N,\N,60,1,1:34.486,188.218,11
26643,1138,825,210,20,14,19,19,19,0.0,57,\N,\N,52,13,1:37.425,182.540,3
26644,1138,848,3,23,11,\N,R,20,0.0,15,\N,\N,13,8,1:36.888,183.552,131
26645,1139,844,6,16,4,1,1,1,25.0,56,1:35:09.639,5709639,39,6,1:37.834,202.861,1
26646,1139,832,6,55,3,2,2,2,18.0,56,+8.562,5718201,42,5,1:37.763,203.009,1
26647,1139,830,9,1,2,3,3,3,15.0,56,+19.412,5729051,42,9,1:38.117,202.276,1
26648,1139,846,1,4,1,4,4,4,12.0,56,+20.354,5729993,55,4,1:37.679,203.183,1
26649,1139,857,1,81,5,5,5,5,10.0,56,+21.921,5731560,42,7,1:37.883,202.760,1
26650,1139,847,131,63,20,6,6,6,8.0,56,+56.295,5765934,42,3,1:37.656,203.231,1
26651,1139,815,9,11,9,7,7,7,6.0,56,+59.072,5768711,45,13,1:38.514,201.461,1
26652,1139,807,210,27,11,8,8,8,4.0,56,+1:02.957,5772596,51,12,1:38.404,201.686,1
26653,1139,859,215,30,19,9,9,9,2.0,56,+1:10.563,5780202,54,8,1:38.091,202.330,1
26654,1139,861,3,43,15,10,10,10,1.0,56,+1:11.979,5781618,46,2,1:37.611,203.325,1
26655,1139,825,210,20,8,11,11,11,0.0,56,+1:19.782,5789421,56,10,1:38.210,202.085,1
26656,1139,842,214,10,6,12,12,12,0.0,56,+1:30.558,5800197,55,11,1:38.311,201.877,1
26657,1139,4,117,14,7,13,13,13,0.0,55,\N,\N,52,17,1:39.261,199.945,11
26658,1139,852,215,22,10,14,14,14,0.0,55,\N,\N,54,15,1:39.193,200.082,11
26659,1139,840,117,18,13,15,15,15,0.0,55,\N,\N,54,16,1:39.214,200.040,11
26660,1139,848,3,23,14,16,16,16,0.0,55,\N,\N,54,14,1:39.084,200.302,11
26661,1139,822,15,77,16,17,17,17,0.0,55,\N,\N,53,19,1:40.575,197.333,11
26662,1139,839,214,31,12,18,18,18,0.0,55,\N,\N,53,1,1:37.330,203.912,11
26663,1139,855,15,24,18,19,19,19,0.0,55,\N,\N,53,18,1:39.272,199.923,11
26664,1139,1,131,44,17,\N,R,20,0.0,1,\N,\N,\N,0,\N,\N,20
26665,1140,832,6,55,1,1,1,1,25.0,71,1:40:55.800,6055800,62,7,1:20.137,193.348,1
26666,1140,846,1,4,3,2,2,2,18.0,71,+4.705,6060505,68,4,1:19.691,194.430,1
26667,1140,844,6,16,4,3,3,3,16.0,71,+34.387,6090187,71,1,1:18.336,197.794,1
26668,1140,1,131,44,6,4,4,4,12.0,71,+44.780,6100580,31,8,1:20.371,192.785,1
26669,1140,847,131,63,5,5,5,5,10.0,71,+48.536,6104336,63,11,1:20.731,191.926,1
26670,1140,830,9,1,2,6,6,6,8.0,71,+59.558,6115358,53,13,1:20.872,191.591,1
26671,1140,825,210,20,7,7,7,7,6.0,71,+1:03.642,6119442,61,9,1:20.637,192.150,1
26672,1140,857,1,81,17,8,8,8,4.0,71,+1:04.928,6120728,65,5,1:20.064,193.525,1
26673,1140,807,210,27,10,9,9,9,2.0,70,\N,\N,69,12,1:20.748,191.885,11
26674,1140,842,214,10,8,10,10,10,1.0,70,\N,\N,67,15,1:21.274,190.643,11
26675,1140,840,117,18,14,11,11,11,0.0,70,\N,\N,55,16,1:21.311,190.557,11
26676,1140,861,3,43,16,12,12,12,0.0,70,\N,\N,50,6,1:20.090,193.462,11
26677,1140,839,214,31,0,13,13,13,0.0,70,\N,\N,70,10,1:20.659,192.097,11
26678,1140,822,15,77,15,14,14,14,0.0,70,\N,\N,57,14,1:21.085,191.088,11
26679,1140,855,15,24,19,15,15,15,0.0,70,\N,\N,56,17,1:21.553,189.991,11
26680,1140,859,215,30,12,16,16,16,0.0,70,\N,\N,67,3,1:19.502,194.893,11
26681,1140,815,9,11,18,17,17,17,0.0,70,\N,\N,70,2,1:19.209,195.614,11
26682,1140,4,117,14,13,\N,R,18,0.0,15,\N,\N,7,18,1:22.722,187.306,23
26683,1140,848,3,23,9,\N,R,19,0.0,0,\N,\N,\N,0,\N,\N,4
26684,1140,852,215,22,11,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4
26685,1141,830,9,1,17,1,1,1,26.0,69,2:06:54.430,7614430,67,1,1:20.472,192.767,1
26686,1141,839,214,31,4,2,2,2,18.0,69,+19.477,7633907,64,7,1:21.771,189.705,1
26687,1141,842,214,10,13,3,3,3,15.0,69,+22.532,7636962,66,5,1:21.645,189.998,1
26688,1141,847,131,63,2,4,4,4,12.0,69,+23.265,7637695,66,6,1:21.645,189.998,1
26689,1141,844,6,16,6,5,5,5,10.0,69,+30.177,7644607,60,4,1:21.631,190.030,1
26690,1141,846,1,4,1,6,6,6,8.0,69,+31.372,7645802,67,2,1:21.517,190.296,1
26691,1141,852,215,22,3,7,7,7,6.0,69,+42.056,7656486,69,8,1:21.828,189.573,1
26692,1141,857,1,81,8,8,8,8,4.0,69,+44.943,7659373,69,3,1:21.532,190.261,1
26693,1141,859,215,30,5,9,9,9,2.0,69,+50.452,7664882,67,10,1:22.123,188.892,1
26694,1141,1,131,44,14,10,10,10,1.0,69,+50.753,7665183,69,9,1:22.041,189.081,1
26695,1141,815,9,11,12,11,11,11,0.0,69,+51.531,7665961,67,11,1:22.143,188.846,1
26696,1141,860,210,50,15,12,12,12,0.0,69,+57.085,7671515,64,13,1:22.494,188.042,1
26697,1141,822,15,77,11,13,13,13,0.0,69,+1:03.588,7678018,67,14,1:22.877,187.173,1
26698,1141,4,117,14,9,14,14,14,0.0,69,+1:18.049,7692479,59,12,1:22.293,188.502,1
26699,1141,855,15,24,19,15,15,15,0.0,69,+1:19.649,7694079,65,15,1:23.058,186.765,1
26700,1141,832,6,55,0,\N,R,16,0.0,38,\N,\N,19,17,1:24.201,184.230,3
26701,1141,861,3,43,16,\N,R,17,0.0,30,\N,\N,21,18,1:24.296,184.022,3
26702,1141,848,3,23,7,\N,W,18,0.0,0,\N,\N,\N,0,\N,\N,54
26703,1141,840,117,18,10,\N,W,19,0.0,0,\N,\N,\N,0,\N,\N,54
26704,1141,807,210,27,17,\N,D,20,0.0,0,\N,\N,21,16,1:23.764,185.191,2
26705,1142,847,131,63,1,1,1,1,25.0,50,1:22:05.969,4925969,46,4,1:35.717,233.225,1
26706,1142,1,131,44,10,2,2,2,18.0,50,+7.313,4933282,41,2,1:35.480,233.803,1
26707,1142,832,6,55,2,3,3,3,15.0,50,+11.906,4937875,44,5,1:35.875,232.840,1
26708,1142,844,6,16,4,4,4,4,12.0,50,+14.283,4940252,40,3,1:35.674,233.329,1
26709,1142,830,9,1,5,5,5,5,10.0,50,+16.582,4942551,43,6,1:36.248,231.938,1
26710,1142,846,1,4,6,6,6,6,9.0,50,+43.385,4969354,50,1,1:34.876,235.292,1
26711,1142,857,1,81,8,7,7,7,6.0,50,+51.365,4977334,44,13,1:36.598,231.097,1
26712,1142,807,210,27,9,8,8,8,4.0,50,+59.808,4985777,48,12,1:36.585,231.129,1
26713,1142,852,215,22,7,9,9,9,2.0,50,+1:02.808,4988777,48,16,1:36.957,230.242,1
26714,1142,815,9,11,15,10,10,10,1.0,50,+1:03.114,4989083,42,8,1:36.326,231.750,1
26715,1142,4,117,14,16,11,11,11,0.0,50,+1:09.195,4995164,39,10,1:36.553,231.205,1
26716,1142,825,210,20,12,12,12,12,0.0,50,+1:09.803,4995772,49,11,1:36.557,231.196,1
26717,1142,855,15,24,13,13,13,13,0.0,50,+1:14.085,5000054,46,7,1:36.324,231.755,1
26718,1142,861,3,43,0,14,14,14,0.0,50,+1:15.172,5001141,37,15,1:36.867,230.456,1
26719,1142,840,117,18,18,15,15,15,0.0,50,+1:24.102,5010071,43,18,1:37.179,229.716,1
26720,1142,859,215,30,14,16,16,16,0.0,50,+1:31.005,5016974,45,17,1:36.980,230.187,1
26721,1142,839,214,31,11,17,17,17,0.0,49,\N,\N,47,9,1:36.511,231.306,11
26722,1142,822,15,77,19,18,18,18,0.0,49,\N,\N,46,14,1:36.601,231.090,11
26723,1142,848,3,23,17,\N,R,19,0.0,25,\N,\N,21,19,1:38.008,227.773,21
26724,1142,842,214,10,3,\N,R,20,0.0,15,\N,\N,13,20,1:38.314,227.064,5
26725,1143,830,9,1,2,1,1,1,25.0,57,1:31:05.323,5465323,55,2,1:22.905,235.310,1
26726,1143,844,6,16,5,2,2,2,18.0,57,+6.031,5471354,53,4,1:23.242,234.357,1
26727,1143,857,1,81,4,3,3,3,15.0,57,+6.819,5472142,51,3,1:23.218,234.425,1
26728,1143,847,131,63,1,4,4,4,12.0,57,+14.104,5479427,50,5,1:23.355,234.039,1
26729,1143,842,214,10,11,5,5,5,10.0,57,+16.782,5482105,56,8,1:23.705,233.061,1
26730,1143,832,6,55,7,6,6,6,8.0,57,+17.476,5482799,52,6,1:23.465,233.731,1
26731,1143,4,117,14,8,7,7,7,6.0,57,+19.867,5485190,57,7,1:23.667,233.167,1
26732,1143,855,15,24,12,8,8,8,4.0,57,+25.360,5490683,57,10,1:23.889,232.550,1
26733,1143,825,210,20,10,9,9,9,2.0,57,+32.177,5497500,55,11,1:24.259,231.528,1
26734,1143,846,1,4,3,10,10,10,2.0,57,+35.762,5501085,56,1,1:22.384,236.798,1
26735,1143,822,15,77,13,11,11,11,0.0,57,+50.243,5515566,53,13,1:25.533,228.080,1
26736,1143,1,131,44,6,12,12,12,0.0,57,+56.122,5521445,52,9,1:23.865,232.616,1
26737,1143,852,215,22,14,13,13,13,0.0,57,+1:01.100,5526423,47,17,1:26.144,226.462,1
26738,1143,859,215,30,17,14,14,14,0.0,57,+1:02.656,5527979,46,16,1:26.076,226.641,1
26739,1143,848,3,23,16,15,15,15,0.0,56,\N,\N,47,14,1:25.559,228.011,11
26740,1143,807,210,27,18,\N,R,16,0.0,39,\N,\N,33,15,1:25.767,227.458,20
26741,1143,815,9,11,9,\N,R,17,0.0,38,\N,\N,31,12,1:25.288,228.735,20
26742,1143,840,117,18,15,\N,R,18,0.0,8,\N,\N,6,18,1:30.935,214.531,130
26743,1143,861,3,43,19,\N,R,19,0.0,0,\N,\N,\N,0,\N,\N,4
26744,1143,839,214,31,20,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4
26745,1144,846,1,4,1,1,1,1,25.0,58,1:26:33.291,5193291,52,3,1:27.438,217.429,1
26746,1144,832,6,55,3,2,2,2,18.0,58,+5.832,5199123,55,5,1:27.765,216.619,1
26747,1144,844,6,16,19,3,3,3,15.0,58,+31.928,5225219,51,9,1:28.018,215.996,1
26748,1144,1,131,44,16,4,4,4,12.0,58,+36.483,5229774,44,2,1:27.278,217.828,1
26749,1144,847,131,63,6,5,5,5,10.0,58,+37.538,5230829,56,10,1:28.195,215.563,1
26750,1144,830,9,1,4,6,6,6,8.0,58,+49.847,5243138,56,6,1:27.765,216.619,1
26751,1144,842,214,10,5,7,7,7,6.0,58,+1:12.560,5265851,30,16,1:29.251,213.012,1
26752,1144,807,210,27,7,8,8,8,4.0,58,+1:15.554,5268845,17,14,1:29.152,213.249,1
26753,1144,4,117,14,8,9,9,9,2.0,58,+1:22.373,5275664,51,7,1:27.948,216.168,1
26754,1144,857,1,81,2,10,10,10,1.0,58,+1:23.821,5277112,51,4,1:27.690,216.804,1
26755,1144,848,3,23,18,11,11,11,0.0,57,\N,\N,46,18,1:29.438,212.567,11
26756,1144,852,215,22,11,12,12,12,0.0,57,\N,\N,41,15,1:29.200,213.134,11
26757,1144,855,15,24,15,13,13,13,0.0,57,\N,\N,56,8,1:27.982,216.085,11
26758,1144,840,117,18,13,14,14,14,0.0,57,\N,\N,42,11,1:28.604,214.568,11
26759,1144,862,214,61,17,15,15,15,0.0,57,\N,\N,56,13,1:29.121,213.323,11
26760,1144,825,210,20,14,16,16,16,0.0,57,\N,\N,57,1,1:25.637,222.002,11
26761,1144,859,215,30,12,17,17,17,0.0,55,\N,\N,52,12,1:28.751,214.212,5
26762,1144,822,15,77,9,\N,R,18,0.0,30,\N,\N,14,19,1:29.482,212.462,130
26763,1144,861,3,43,20,\N,R,19,0.0,26,\N,\N,5,17,1:29.411,212.631,5
26764,1144,815,9,11,10,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4
